word,mean_supportive_with_word,mean_supportive_without_word,difference,p_value,word_count
developed,0.5,0.21169040920695736,0.28830959079304264,6.106381239465894e-18,2
mentor,0.5,0.21169040920695734,0.28830959079304264,6.106381239465807e-18,2
ppl,0.5,0.21169040920695736,0.28830959079304264,0.6669700483266535,2
clothes,0.5,0.21169040920695734,0.28830959079304264,0.6669700483266535,2
empathy,0.5,0.21169040920695736,0.28830959079304264,6.106381239465894e-18,2
advantage,0.5,0.21169040920695736,0.28830959079304264,0.6669700483266535,2
reminds,0.5,0.21169040920695736,0.28830959079304264,6.106381239465894e-18,2
everywhere,0.5,0.21169040920695734,0.28830959079304264,0.6669700483266535,2
income,0.5,0.21169040920695736,0.28830959079304264,0.6669700483266535,2
proper,0.5,0.21169040920695736,0.28830959079304264,6.106381239465894e-18,2
salary,0.5,0.21169040920695734,0.28830959079304264,0.6669700483266535,2
suffer,0.5,0.21169040920695734,0.28830959079304264,6.106381239465807e-18,2
step,0.5,0.21169040920695734,0.28830959079304264,6.106381239465894e-18,2
apart,0.5,0.2122691190384151,0.2877308809615849,0.6675229268301937,4
stage,0.5,0.21387278455960637,0.28612721544039366,0.32987385161665467,4
used,0.4886904761904762,0.20609553533766153,0.28259494085281467,0.16027326200108127,13
worse,0.48484848484848486,0.2030643647130144,0.2817841201354705,0.43262837367834994,7
showed,0.48042328042328036,0.20918925040406,0.27123403001922036,0.4101369138701593,5
constant,0.475,0.20672562606543562,0.2682743739345643,0.2836765606824926,4
lifestyle,0.4761904761904761,0.20945452240938545,0.26673595378109066,0.415732419959666,3
continue,0.47727272727272724,0.21215423109935067,0.26511849617337657,0.0003484539695210278,2
angry,0.47368421052631576,0.20971145602494978,0.263972754501366,0.4588384820235399,5
immediately,0.4702380952380952,0.20661401892257847,0.2636240763155167,0.4304650077139968,5
breakdown,0.4696969696969697,0.2096553525071228,0.2600416171898469,0.164202376320292,3
bad,0.46076078652804997,0.20079038640180896,0.259970400126241,0.14454216365742925,9
become,0.4688644688644688,0.20968109995555065,0.25918336890891813,0.4323052820673215,3
knew,0.4647058823529412,0.20672650125877237,0.25797938109416885,0.28804296102437704,8
dealing,0.4609523809523809,0.2046410336581044,0.2563113472942765,0.17337611225378233,5
husband,0.46173305493093475,0.21177157964747073,0.24996147528346402,0.29961157928756066,29
alcohol,0.4583333333333333,0.21000680517816311,0.2483265281551702,0.00719626657123373,3
word,0.4556489262371615,0.21150525303006368,0.24414367320709784,0.464712824131792,7
absolutely,0.44882764294529,0.20527917776374077,0.2435484651815492,0.2018054701740983,5
eventually,0.4393131165509682,0.19697826715556443,0.24233484939540378,0.18303222585411985,15
overwhelmed,0.4523809523809524,0.21019089943442232,0.24219005294653007,0.015273115822288368,3
resentment,0.4523809523809524,0.21019089943442232,0.24219005294653007,0.015273115822288368,3
refuse,0.4464285714285714,0.2079161022559118,0.23851246917265959,0.011733921864076654,4
hair,0.4464285714285714,0.20791610225591184,0.23851246917265956,0.34151579907659874,4
fell,0.45,0.21271081737022265,0.23728918262977736,0.07093094700203292,2
begged,0.45,0.21271081737022265,0.23728918262977736,0.07093094700203288,2
vent,0.43333333333333335,0.19610615497012987,0.23722717836320348,0.05387414293957119,9
living,0.4330219488114225,0.19798376587610722,0.23503818293531525,0.09795124736582574,11
across,0.44000000000000006,0.20574379055033493,0.23425620944966513,0.23983448201510055,5
concerned,0.4372294372294372,0.21065950299580938,0.2265699342336278,0.010534176848423005,3
seems,0.4321428571428571,0.20615732438492143,0.22598553275793568,0.24224418634491662,5
connection,0.4259259259259259,0.20415004836942838,0.2217758775564975,0.17878114121598687,6
awesome,0.42857142857142855,0.2109272764594591,0.21764415211196944,0.5407824904463924,3
gotten,0.42642140468227424,0.21017258829721047,0.21624881638506377,0.5319772627423058,9
covering,0.42857142857142855,0.21314813515447922,0.21542329341694932,0.16672884995107343,2
joy,0.42857142857142855,0.2140568788158656,0.21451454975556294,0.16696634850763303,5
offer,0.4166666666666667,0.20460504083799994,0.21206162582866675,0.19599636048122535,8
notice,0.4229885057471264,0.21109994417567465,0.21188856157145172,0.5426250046194576,3
therapy,0.4158692185007974,0.2045022220138752,0.2113669964869222,0.029987693300757894,10
family,0.41385281385281386,0.20373324436237455,0.2101195694904393,0.004320596078501887,15
stressful,0.41704374057315236,0.2112838028923955,0.20575993768075684,0.5569083268399887,3
working,0.4090909090909091,0.20385572520949308,0.20523518388141604,0.24068908797525645,14
asks,0.4154126766985864,0.2113342481668666,0.20407842853171979,0.5597079704764248,3
speak,0.41666666666666663,0.2133910894790662,0.20327557718760042,0.22082582388456232,2
rekindle,0.41666666666666663,0.2133910894790662,0.20327557718760042,0.22082582388456232,2
syncing,0.41666666666666663,0.2133910894790662,0.20327557718760042,0.22082582388456232,2
gaining,0.41477272727272724,0.21342974130343229,0.20134298596929495,0.046270116805203015,2
sit,0.4025252525252525,0.2079638571323583,0.19456139539289422,0.44360654694783425,8
came,0.3956367162249515,0.20203388203563932,0.19360283418931218,0.1367539216219591,19
happening,0.4047619047619047,0.21166365348449595,0.19309825127740876,0.590693908033672,3
choose,0.4047619047619047,0.21166365348449598,0.19309825127740873,0.590693908033672,3
old,0.38725820613753165,0.19430183668899365,0.192956369448538,0.07612719152346299,12
passed,0.4025252525252525,0.20974540721021676,0.19277984531503575,0.4473404105726261,4
lived,0.4047619047619047,0.21224811283792241,0.1925137919239823,0.17235188126435966,6
amount,0.3913419913419913,0.1998824483571475,0.19145954298484383,0.32926929281592776,7
work,0.3636489898989899,0.17415307590656026,0.18949591399242965,0.038309529341518114,52
help,0.3698545316516115,0.1815930922801085,0.18826143937150297,0.024991691540168393,24
earn,0.39999999999999997,0.2118109288895033,0.18818907111049665,0.6011032838576931,3
life,0.33624341112868683,0.149847381909699,0.18639602921898782,0.007548817576283483,92
possibly,0.4,0.21373122553348797,0.18626877446651205,0.297176869479927,2
towards,0.3846153846153846,0.19930501160949798,0.1853103730058866,0.2459405783543245,11
rather,0.3928571428571428,0.21014824511305466,0.18270889774408813,0.4597815932698462,4
physically,0.39090909090909093,0.20832752260775125,0.18258156830133968,0.3843670369642728,5
19,0.39090909090909093,0.20832752260775125,0.18258156830133968,0.3843670369642728,5
worried,0.3958333333333333,0.21353591646947603,0.18229741686385728,0.6225029428645767,9
genuinely,0.38397177052639236,0.2022099158049089,0.18176185472148346,0.2027031196838058,9
happy,0.37878787878787873,0.19708282913657002,0.1817050496513087,0.09596529483735129,19
sense,0.39097744360902253,0.21022656591505973,0.1807508776939628,0.0164569127864221,4
depth,0.39215686274509803,0.21205350014480956,0.18010336260028847,0.23227674194197248,3
not,0.3939393939393939,0.21385491137145954,0.18008448256793438,0.15857530727724425,2
stayed,0.39173060528559245,0.2120666833652066,0.17966392192038586,0.6150132793947168,3
inside,0.38571428571428573,0.20615325073151136,0.17956103498277437,0.34122548788947477,13
sight,0.39285714285714285,0.21387699812824013,0.17898014472890272,0.33022384466472937,2
display,0.39285714285714285,0.21387699812824013,0.17898014472890272,0.33022384466472937,2
nice,0.3875095492742551,0.2087643162212019,0.17874523305305323,0.25424235165121417,13
difficulty,0.38888888888888884,0.21215457150118716,0.17673431738770168,0.6258432997012995,3
day,0.3558567779361759,0.18011966669398283,0.1757371112421931,0.07147286242594679,57
emotional,0.38049669628616994,0.20510760355967916,0.17538909272649078,0.23480243266368878,12
body,0.39285714285714285,0.2176927853399151,0.17516435751722775,0.3358046119046807,10
respect,0.38000449842555106,0.20708120331626076,0.1729232951092903,0.26933308626673974,6
happen,0.38518518518518513,0.2122691190384151,0.17291606614677002,0.2680141597173621,3
stick,0.38518518518518513,0.2122691190384151,0.17291606614677002,0.2680141597173621,3
group,0.3892267433289105,0.21634180227661073,0.17288494105229976,0.4909565818800248,12
drag,0.38636363636363635,0.21400951866892395,0.1723541176947124,0.3604373967579125,2
dream,0.38203463203463206,0.20997306058851403,0.17206157144611803,0.48426592110360817,13
depression,0.38095238095238093,0.20930033543460902,0.1716520455177719,0.31487266347532616,10
stay,0.3674342942918794,0.19783274219286515,0.16960155209901426,0.13870436493292215,14
hand,0.3725490196078431,0.20441253746919097,0.16813648213865212,0.44157077604823103,8
im,0.3738760994071179,0.20585054165629352,0.1680255577508244,0.13308967757551085,97
enjoy,0.37142857142857144,0.2053099700558583,0.16611860137271314,0.42332820366859264,11
comfortable,0.375,0.2113900010881045,0.1636099989118955,0.4298982064075014,7
messed,0.3737373737373737,0.21262317506257422,0.16111419867479948,0.49950207713274614,3
emotion,0.3627450980392157,0.20316086264232963,0.15958423539688604,0.3647040621134693,7
lost,0.3715909090909091,0.2121316809536562,0.15945922813725288,0.09732555587225787,10
thats,0.3654916512059369,0.20855672330261155,0.15693492790332536,0.39647679194709423,9
struggle,0.3627450980392157,0.2081828671707077,0.15456223086850798,0.3746818277420891,6
moment,0.35432887685537867,0.2005398028862096,0.15378907396916908,0.1902240012095111,11
straight,0.36069518716577537,0.20845136161703912,0.15224382554873625,0.20084296281578234,6
eat,0.36607142857142855,0.21442364535856084,0.1516477832128677,2.2287509628220657e-06,2
street,0.36538461538461536,0.21443766195421007,0.1509469534304053,0.4586956693022313,2
crash,0.36538461538461536,0.21443766195421007,0.1509469534304053,0.4586956693022313,2
huge,0.35754129237902055,0.20691259199600726,0.1506287003830133,0.42037781286570813,7
outside,0.36231884057971014,0.21199930159333472,0.15031953898637543,0.6850517439455259,11
unfortunately,0.36231884057971014,0.21297632557260507,0.14934251500710508,0.39166965258534364,3
nature,0.36231884057971014,0.21297632557260507,0.14934251500710508,0.6868806257836952,3
partner,0.3592592592592592,0.2099755206046508,0.14928373865460842,0.3926041796476217,17
long,0.338664363649449,0.189726150889129,0.14893821276032002,0.12320888797737227,25
sure,0.3432311867054514,0.19583085680716383,0.14740032989828755,0.04161813938258099,18
concern,0.35853269537480054,0.2130934228469837,0.14543927252781683,0.20140640165826168,3
sign,0.35869565217391297,0.21457417140748977,0.1441214807664232,0.4899843710067987,2
making,0.3392964878258996,0.19628209658139156,0.14301439124450804,0.18980191532215263,15
247,0.3571428571428571,0.21460586110200108,0.142536996040856,0.4972266547177856,2
cousin,0.3571428571428571,0.21460586110200108,0.142536996040856,0.4972266547177856,2
colour,0.3571428571428571,0.21460586110200108,0.142536996040856,0.4972266547177856,2
could,0.3320281541643771,0.18955634774365565,0.14247180642072144,0.06939926589338628,44
felt,0.3465893901420217,0.20568062797589504,0.1409087621661267,0.27655064088939113,36
involved,0.35119047619047616,0.2118843562241658,0.13930611996631037,0.285437224887002,4
taking,0.34678871548619444,0.2077219257406286,0.13906678974556586,0.3786001317624606,7
guilt,0.34920634920634913,0.21039626098607056,0.13881008822027857,0.45548407851364214,6
meaning,0.35338345864661647,0.2146825835202917,0.13870087512632476,0.2545860767743895,2
mentally,0.3484848484848485,0.21056037747218503,0.13792447101266347,0.24697716613566756,5
left,0.34469696969696967,0.2077519569836617,0.13694501271330797,0.1373973550805675,17
grooming,0.3512658227848101,0.21472580057869592,0.1365400222061142,0.52453093396523,2
party,0.34920634920634924,0.21338186654291516,0.13582448266343408,0.7175363312527643,3
healing,0.35,0.2147516336967533,0.1352483663032467,0.5303853659748203,2
heavy,0.35,0.2147516336967533,0.1352483663032467,0.5303853659748203,2
threatening,0.35,0.2147516336967533,0.1352483663032467,0.5303853659748203,2
ahead,0.35,0.2147516336967533,0.1352483663032467,0.5303853659748203,2
ache,0.35,0.2147516336967533,0.1352483663032467,0.5303853659748203,2
key,0.35,0.2147516336967533,0.1352483663032467,0.5303853659748203,2
foolish,0.35,0.2147516336967533,0.1352483663032467,0.5303853659748203,2
imagined,0.35,0.2147516336967533,0.1352483663032467,0.5303853659748203,2
college,0.3475935828877004,0.21343174591359504,0.1341618369741054,0.4122512728804551,3
constantly,0.33844325609031484,0.20478261484499924,0.1336606412453156,0.1431689201986244,10
cry,0.3459090909090909,0.2130765015885631,0.1328325893205278,0.21663555624794173,11
big,0.33424110489039816,0.20153144140451185,0.1327096634858863,0.25178808018941173,12
religion,0.34688995215311,0.2148151040609755,0.13207484809213452,0.2993223151346832,2
communication,0.34615384615384615,0.21483012663238907,0.13132371952145708,0.5481038758133152,2
appointment,0.34615384615384615,0.21483012663238907,0.13132371952145708,0.5481038758133152,2
emotionally,0.3417366946778711,0.21053700031332648,0.13119969436454462,0.13940538435859612,9
control,0.3431818181818181,0.21232063869169826,0.13086117949011983,0.21543385254632952,5
vanished,0.34523809523809523,0.21484881542658804,0.1303892798115072,0.00013289828096260456,2
made,0.32746013127039714,0.19739260692921243,0.1300675243411847,0.1597629859029354,37
got,0.31406371406371403,0.18498790357783987,0.12907581048587416,0.1158848189687032,64
roommate,0.3411703239289446,0.21363040340716483,0.12753992052177976,0.4506110488341257,3
looked,0.3378942486085343,0.21065652567415305,0.12723772293438124,0.3855331637018205,9
random,0.33999999999999997,0.21325170321576403,0.12674829678423594,0.5410549782727687,7
breast,0.33928571428571425,0.21497029258888153,0.12431542169683271,0.5794320089900794,2
16,0.33928571428571425,0.21497029258888153,0.12431542169683271,0.5794320089900794,2
eating,0.3333333333333333,0.20964331208143544,0.12369002125189787,0.5367441252143718,8
man,0.34313725490196073,0.21987736493718085,0.12325988996477988,0.48796152968947415,22
opposite,0.3382352941176471,0.21499172973516864,0.12324356438247844,0.5841825893032881,2
either,0.3306277056277056,0.20761563540500189,0.12301207022270372,0.3307994252472788,8
though,0.33402298166230054,0.21139841334849296,0.12262456831380758,0.3544525404982899,12
seemed,0.3323913043478261,0.20985702897233863,0.12253427537548747,0.21852231377694523,7
directly,0.3333333333333333,0.21171466115315493,0.12161867218017838,0.7505388337205948,5
enough,0.31927966254591644,0.1989864918395215,0.12029317070639495,0.09176964014946418,21
drug,0.3333333333333333,0.21387278455960637,0.11946054877372694,0.549359498864318,3
hell,0.3333333333333333,0.21387278455960637,0.11946054877372694,0.549359498864318,3
escape,0.3333333333333333,0.2138727845596064,0.11946054877372692,0.549359498864318,3
blood,0.3333333333333333,0.2138727845596064,0.11946054877372692,0.549359498864318,3
chin,0.3333333333333333,0.2138727845596064,0.11946054877372692,0.7546938154895668,3
convenient,0.3333333333333333,0.2138727845596064,0.11946054877372692,0.549359498864318,3
taught,0.3333333333333333,0.2138727845596064,0.11946054877372692,0.29588182667181184,3
basic,0.3333333333333333,0.2138727845596064,0.11946054877372692,0.549359498864318,3
treated,0.3333333333333333,0.2138727845596064,0.11946054877372692,0.549359498864318,3
charge,0.3333333333333333,0.2138727845596064,0.11946054877372692,0.7546938154895668,3
fight,0.3382352941176471,0.21947072410465132,0.11876457001299576,0.5956159269298202,6
sick,0.3333333333333333,0.2147985427321023,0.11853479060123101,0.5521968412054512,7
heartbroken,0.3333333333333333,0.2148665975678788,0.11846673576545452,0.15271333172508683,6
art,0.3333333333333333,0.21509176975117503,0.11824156358215829,0.6061884211021779,2
male,0.32559808612440194,0.21176494391220854,0.1138331422121934,0.5554085022169175,5
cared,0.3285714285714285,0.21518895148100986,0.11338247709041865,0.050914330806703295,2
seeing,0.3237373737373737,0.21067272191337846,0.11306465182399525,0.21614219770416504,6
he,0.3285714285714285,0.21573830871603658,0.11283311985539193,0.05043021307923985,25
noise,0.3277777777777777,0.21520514843598226,0.11257262934179546,0.6307677591094389,2
simple,0.3277777777777777,0.21520514843598232,0.1125726293417954,0.6307677591094392,2
45,0.32692307692307687,0.215222591310568,0.11170048561250887,0.6345120739893015,2
blind,0.32692307692307687,0.21522259131056803,0.11170048561250884,0.6345120739893015,2
ill,0.3214285714285714,0.21010469280597402,0.11132387862259738,0.6704856129947915,6
poor,0.3273809523809524,0.21628663797019754,0.11109431441075485,0.41767527877381766,6
normal,0.3242424242424242,0.21408987213903935,0.11015255210338487,0.4715171182625575,7
however,0.3123405854669867,0.20238538252437463,0.10995520294261205,0.2648943797214354,14
alone,0.3203463203463203,0.21261187147584643,0.1077344488704739,0.48101291520562284,13
somehow,0.31959595959595954,0.21208084530844232,0.10751511428751723,0.5750045898685557,5
still,0.2893353023787806,0.18213930207755374,0.10719600030122683,0.11923555769853342,49
grow,0.3181818181818181,0.21136577758058717,0.10681604060123095,0.2677798462926698,7
behavior,0.31922196796338664,0.21244552748819637,0.10677644047519028,0.47784691670520196,4
take,0.3080846387207711,0.2016943804571912,0.10639025826357987,0.2596797662652459,26
reality,0.3214285714285714,0.21533472407576204,0.10609384735280936,0.11638343411900558,2
leaving,0.3214285714285714,0.21533472407576204,0.10609384735280936,0.11638343411900558,2
tell,0.3090760816233219,0.2033111746993601,0.10576490692396179,0.22443344092508832,33
road,0.3162393162393162,0.21115132132814812,0.1050879949111681,0.5348401931048646,6
privately,0.31922196796338664,0.2153797567995413,0.10384221116384534,0.48718716987048716,2
anger,0.3161764705882353,0.2133432731242592,0.1028331974639761,0.6872527612508345,4
feeling,0.296778200388748,0.19445372454819929,0.10232447584054874,0.20091097172130062,30
reject,0.31766917293233077,0.21541144649405264,0.10225772643827813,0.49749907417663664,2
fair,0.31547619047619047,0.21337245146226103,0.10210373901392944,0.691711043929483,4
men,0.3181818181818181,0.21629052046258784,0.10189129771923028,0.2067246029954812,17
supportive,0.3106060606060606,0.2090009893905821,0.10160507121547852,0.46454680476293336,8
shit,0.31000481000480995,0.20897161747298507,0.10103319253182488,0.4883565766964856,13
divorce,0.3149350649350649,0.2154672446164458,0.09946782031861909,0.18563194497791904,2
start,0.30249287749287745,0.20347571288883726,0.0990171646040402,0.4299182679775494,24
hurt,0.30743881558361197,0.20891613690112937,0.0985226786824826,0.26176960542977706,20
immense,0.3125,0.21551693981920222,0.09698306018079778,0.6959974559846531,2
report,0.31179213857428373,0.2155122115544889,0.09627992701979482,0.5360230666424937,4
super,0.3106060606060606,0.21520434032048222,0.09540172028557839,0.7150930782720045,9
expressed,0.3081852358168147,0.21367624123973505,0.09450899457707962,0.4395904931577744,4
reached,0.30666666666666664,0.21276133440998407,0.09390533225668257,0.38935249880723655,5
complete,0.30160183066361557,0.2082019604499689,0.09339987021364668,0.44113216721450377,7
pay,0.3062999112688554,0.21306044264565036,0.09323946862320506,0.5225803872521272,9
know,0.2717146805544628,0.1787204170331105,0.09299426352135229,0.1647805445745951,140
block,0.3071895424836601,0.21468135541062722,0.09250818707303288,0.522801741819667,3
free,0.30436507936507934,0.21288247058375181,0.09148260878132752,0.3570215531166288,5
couldnt,0.3,0.20924672921040358,0.09075327078959641,0.6754442488852177,9
confident,0.3053221288515406,0.21473911047141442,0.09058301838012617,0.5604823286320664,3
love,0.29942823009760133,0.20977895140003344,0.08964927869756789,0.22599901468326453,50
suggested,0.30317460317460315,0.21388501759982717,0.08928958557477598,0.3473903345261665,4
way,0.2671506790667011,0.17841710488841306,0.08873357417828803,0.13454855074947886,48
worth,0.3043478260869565,0.21608703997825257,0.08826078610870391,0.5249305829158796,6
severe,0.30303030303030304,0.21480999168238052,0.08822031134792252,0.6962456834707302,3
cant,0.2906650555791937,0.20268339650385175,0.08798165907534194,0.3831710261943809,29
frustrated,0.30158730158730157,0.2148546205929888,0.08673268099431278,0.585117253031499,3
spend,0.2924418604651163,0.20606202800443532,0.08637983246068096,0.5285397810978921,6
lot,0.28814302574229883,0.20188569450986646,0.08625733123243237,0.3524275483633915,23
best,0.2870864175943735,0.20157552558594738,0.0855108920084261,0.3680641847700379,25
began,0.3,0.21505895939876898,0.084941040601231,0.6361292549539826,5
say,0.2737466591379635,0.1893276375935281,0.08441902154443537,0.2850278192610944,58
expect,0.29777777777777775,0.2133699065254567,0.08440787125232105,0.44774099493648156,7
no,0.30000000000000004,0.21577204186001858,0.08422795813998146,0.5503027991245822,2
forgive,0.30000000000000004,0.21577204186001858,0.08422795813998146,0.5503027991245822,2
slightest,0.3,0.21577204186001858,0.08422795813998141,0.7463407299578458,2
awhile,0.29978354978354976,0.2157764592113747,0.08400709057217506,0.35168086817408284,2
20,0.29581330546847784,0.21333256394673086,0.08248074152174698,0.39033158474180296,5
necessarily,0.2973856209150327,0.21498456947976002,0.08240105143527265,0.590123711739315,3
guilty,0.2947920433996383,0.21259892349767343,0.0821931199019649,0.2567508043851925,9
telling,0.2942877150860344,0.21266277761918953,0.08162493746684488,0.5655475501500622,11
okay,0.2932177701998674,0.21208911168217734,0.08112865851769005,0.4975997897379081,15
move,0.2914251523877192,0.21068162984110125,0.08074352254661796,0.5078760895067643,13
matter,0.2904679708477177,0.21112070782134593,0.07934726302637177,0.5480325491047674,12
unable,0.29300976800976797,0.21430855239836197,0.078701215611406,0.37699365785152544,4
mess,0.2941176470588235,0.21589208987922626,0.07822555717959723,0.7689841417398651,2
win,0.2941176470588235,0.21589208987922626,0.07822555717959723,0.7689841417398651,2
city,0.2916153127917833,0.2135535109297148,0.07806180186206851,0.4347650803219554,5
barely,0.2907563025210084,0.2127778966718699,0.07797840584913854,0.43538944516026534,6
offered,0.29153020892151327,0.21355799008078163,0.07797221884073163,0.44533515804317636,5
stomach,0.2928571428571428,0.21591781445477076,0.07693932840237205,0.008207981587258889,2
prove,0.2916666666666667,0.21516144435342083,0.07650522231324586,0.6632961147268184,3
kissed,0.28448275862068967,0.20800716067052005,0.07647559795016962,0.7830638939076562,5
experience,0.2845315904139433,0.20831001156039208,0.07622157885355124,0.4139766721342575,12
fully,0.2898409893992933,0.21364689637142478,0.07619409302786853,0.5217996000148024,5
relationship,0.2825718870290238,0.20742598336319146,0.07514590366583235,0.37373893026326843,44
pursue,0.2899470899470899,0.21521462713856238,0.07473246280852752,0.5590789581439628,3
incredibly,0.2883025278608317,0.21372786803134383,0.07457465982948788,0.3837933927461689,5
considering,0.2887658227848101,0.21600131078277754,0.07276451200203257,0.5488131755859473,2
look,0.2816029079616036,0.20931233690347995,0.07229057105812364,0.4153086047782715,25
stuff,0.2826549811843929,0.2110084095782669,0.07164657160612603,0.6248032277048929,9
wrong,0.28593556314486546,0.21450821649400945,0.07142734665085601,0.4661782652425758,18
cost,0.2872670807453416,0.21603189735501158,0.07123518339033,0.4826963669526807,2
putting,0.2871024734982332,0.21603525668658524,0.07106721681164796,0.7950693143594247,2
honestly,0.27576191782074133,0.20487180160679402,0.07089011621394731,0.3858032216092676,17
dog,0.2857142857142857,0.21534553860968003,0.07036874710460567,0.6847733221084731,3
